age,gender,security_no,region_category,membership_category,joining_date,joined_through_referral,referral_id,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
29,M,4W3BH8W,,2,16-02-2016,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:45:40,8,334.55,48523.56,14,788.58,1,No,1,0,2,0
64,F,FAZ7MGG,Village,3,15-10-2015,1,CID62515,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:34:06,6,163.44,45396.7,8,499.4347342,1,No,1,0,1,0
46,F,FS836TY,City,0,26-04-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,2:01:33,11,129.12,19504.17,6,905.600454,0,Yes,0,1,2,1
43,M,CFG5VVU,,3,09-03-2017,1,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:14:20,11,416.3,13160.39,24,712.94,1,No,0,1,1,1
20,M,S0EEHZZ,City,2,24-12-2015,1,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,19:01:23,7,132.78,9768.51,-19.03033588,670.72,0,Yes,0,1,2,1
32,F,D09Z82S,Town,1,25-12-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,10:41:40,8,61.46,17016.94,29,677.81,0,Yes,1,3,2,1
21,M,56QUIO0,City,4,19-02-2015,1,CID46080,Credit/Debit Card Offers,Desktop,Wi-Fi,15:36:23,18,524.89,48275.47,12,746.14,0,Yes,0,1,0,0
40,M,51LOD1X,Town,3,12-05-2016,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,5:38:08,8,1021.199969,37263.38,6,724.53,1,No,1,4,1,0
42,M,A4L7YYQ,Town,0,18-04-2017,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,8:05:17,22,1183.681665,9327.63,5,524.91,1,Yes,0,1,2,1
12,F,Y5X7IKO,Village,1,08-03-2016,1,CID55586,Credit/Debit Card Offers,Desktop,Wi-Fi,10:02:47,15,532.27,28243.49,50.64895275,887.6316566,1,Yes,1,0,1,1
45,F,E5UD1LT,City,1,04-05-2015,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,22:35:44,21,171.08,31923.01,10,560.6,0,Yes,1,3,2,1
62,M,RNXWYGP,Village,1,21-08-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14:00:36,9,38.4,29755.37,13,612.09,1,No,1,3,1,1
31,M,0WUFWBA,City,3,20-11-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,3:39:46,24,30.83,15405.59,15,630.14,1,No,1,3,2,1
46,M,BM411Q1,Town,1,23-02-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:37:56,3,1358.027403,2493.53,25,501.72,1,No,0,1,2,1
26,F,9K3IKWH,City,5,12-01-2015,0,xxxxxxxx,Without Offers,Both,Mobile_Data,0:19:22,15,220.38,28587.27,5,1151.43808,1,No,0,1,2,0
51,F,TL8497I,City,2,14-08-2016,1,CID37006,Without Offers,Desktop,Fiber_Optic,17:57:03,21,72.55,42812.9,8,664.1,1,No,0,1,2,1
16,F,LRLF4KE,,3,08-09-2015,1,CID53413,Credit/Debit Card Offers,?,Fiber_Optic,9:57:30,10,33.45,8829.33,28,724.8661955,0,Yes,0,1,2,1
39,F,VXBGBI6,Town,1,22-08-2017,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,15:40:31,9,32.27,937.25,25,674.29,1,No,0,1,2,1
63,M,L5VSAAF,Village,1,20-08-2015,1,CID58171,Gift Vouchers/Coupons,Desktop,Mobile_Data,7:58:26,12,907.35,45291.67,7,643.13,1,No,0,1,2,1
37,M,DJTWI9C,City,4,07-04-2016,1,CID54735,Without Offers,Desktop,Fiber_Optic,12:03:50,18,208.01,12439.51,11,776.2,0,Yes,0,1,2,0
48,F,UY6BY4F,City,1,07-03-2017,1,CID60075,Without Offers,Smartphone,Fiber_Optic,11:26:11,2,93.38,35520.65,5,612.63,0,Yes,1,2,2,1
17,F,25TLHX5,Town,4,29-02-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,1:48:44,12,31.4,17995.83,6,735.39,1,No,1,0,2,0
25,F,N7D3GYB,City,1,15-05-2017,1,CID31492,Credit/Debit Card Offers,Desktop,Wi-Fi,11:40:21,18,176.51,42063.95,13,536.78,1,No,0,1,2,1
60,M,04SMG1J,,5,22-03-2015,1,CID32398,Without Offers,?,Fiber_Optic,5:20:09,20,962.6621963,24500.69,12,492.0720051,1,No,1,4,2,0
20,M,8ZPQSVR,Town,2,26-11-2016,1,CID8483,Without Offers,Desktop,Fiber_Optic,14:50:33,21,128.92,19417.2,18,707.07,0,Yes,0,1,2,0
44,F,6GNM15H,Town,2,24-10-2017,0,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,4:15:39,8,451.68,14265.13,12,684.12,0,Yes,1,0,1,0
44,M,N7NU5SC,Town,3,12-02-2017,1,CID27033,Without Offers,Smartphone,Fiber_Optic,19:25:53,12,135.27,9785.5,20,637.68,1,No,0,1,2,1
47,F,Y00QQNU,City,2,05-12-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:49:36,21,84.3,5624.88,19,274.7653966,1,No,1,0,2,0
63,M,EB65NOD,Town,1,14-01-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,9:36:26,4,159.81,21874.98,26,520.94,0,Yes,1,4,2,1
63,F,UHDQ46F,Village,3,30-05-2016,1,CID29171,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:17:50,13,632.24,12058.7,16,723.13,1,Yes,0,1,0,0
59,F,5SWX4S2,,3,02-12-2016,1,CID30862,Credit/Debit Card Offers,Smartphone,Wi-Fi,11:14:24,12,216.78,18997.13,7,773.93,1,No,0,1,2,0
34,F,RJE7WAM,,3,19-02-2017,1,CID2239,Gift Vouchers/Coupons,Desktop,Mobile_Data,9:52:37,13,1036.595506,39212.59,-17.61159803,763.57,1,No,0,1,1,0
43,M,OBVZM65,Town,3,06-08-2017,1,CID59960,Gift Vouchers/Coupons,?,Wi-Fi,17:13:24,19,277.02,15884.9,28,776.22,1,Yes,1,3,1,0
10,F,MFRYH00,,3,16-06-2015,1,CID4352,Without Offers,Desktop,Mobile_Data,5:20:45,17,32.59,43895.75,20,672.66,0,Yes,1,2,2,1
29,M,YSZS269,Town,1,17-11-2015,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,1:39:40,16,417.77,9788.45,14,675.45,1,No,0,1,2,1
57,M,OELUXNU,Town,5,08-08-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,8:20:08,12,51.62,85822.89,15,283.3227961,0,Yes,0,1,0,0
37,F,9GOJS3Y,Town,2,11-07-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,13:41:30,22,190.47,23664.84,12,747.2,0,Yes,1,4,0,0
39,F,W5RWSAE,,1,15-07-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Fiber_Optic,19:28:33,14,46.51,21745.93,12,682.68,1,No,0,1,2,1
19,M,2RQ9ECP,City,1,17-01-2016,1,CID61873,Gift Vouchers/Coupons,?,Wi-Fi,8:58:04,7,614.31,43457.79,26,1085.442856,1,No,0,1,1,1
54,M,VYNRXJ6,City,2,10-07-2015,1,CID36017,Gift Vouchers/Coupons,Desktop,Fiber_Optic,14:01:40,20,331.58,7753.45,10,288.7498432,1,Yes,1,3,2,0
55,M,GHA8PN9,Town,1,27-12-2016,1,CID52708,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:59:10,21,111.26,42166.78,40.48183495,693.24,1,No,1,3,2,1
20,M,Q9BRP4W,Town,1,05-08-2017,1,CID52404,Gift Vouchers/Coupons,?,Wi-Fi,15:17:14,12,153.85,3012.88,11,606.18,0,Yes,0,1,2,1
18,M,7897XHV,Village,2,02-07-2017,1,CID61393,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:19:35,14,562.46,26294.16,-18.51869077,760.58,0,Yes,1,2,0,0
26,F,RE6SVLW,Village,3,13-09-2015,1,CID12016,Credit/Debit Card Offers,Both,Fiber_Optic,9:11:45,8,1373.88,33090.15,20,271.6598998,1,No,1,2,1,0
25,F,2IZNLO1,City,5,29-11-2015,1,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,9:00:23,13,345.61,38955.79,14,1206.281503,1,Yes,0,1,2,0
14,F,PVCWB3X,,0,30-09-2015,1,CID12998,Without Offers,Both,Mobile_Data,17:44:04,1,440.54,17178.39,18,967.141119,1,Yes,1,2,1,1
49,M,KDUU4TX,,5,30-11-2015,1,CID32339,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,6:44:08,16,173.43,46087.8,8,290.8077255,0,Yes,0,1,2,0
42,F,1H956YE,Town,0,28-12-2015,0,xxxxxxxx,Without Offers,?,Wi-Fi,2:17:37,19,125.1,46043.42,29,701.46,1,No,1,4,2,1
60,F,IPCZ2EF,City,5,15-02-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Mobile_Data,0:42:41,8,139.37,12707.03,27,723.0,0,Yes,0,1,2,0
55,F,BLGJ397,City,2,17-07-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,17:14:27,5,34.02,25132.63,7,629.39,1,No,1,3,2,1
39,M,L8AK8YV,Town,2,10-06-2015,1,xxxxxxxx,Without Offers,Both,Mobile_Data,18:51:35,17,470.34,31277.97,29,641.6,0,Yes,0,1,2,1
24,F,CKJ31YT,Town,2,22-12-2017,1,CID20926,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:03:55,6,100.59,42950.31,18,706.01,0,Yes,0,1,0,0
42,M,JZ056YE,Town,1,23-11-2016,0,xxxxxxxx,Gift Vouchers/Coupons,?,Wi-Fi,2:15:07,14,34.47,6921.63,7,672.23,1,No,0,1,1,1
40,M,24GFZGP,City,0,26-05-2015,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12:20:56,14,120.56,35670.77,25,573.62,1,No,1,4,2,1
13,F,MSNU800,Town,0,16-01-2015,1,CID20575,Gift Vouchers/Coupons,Desktop,Mobile_Data,3:10:27,11,32.77,42030.09,28,533.54,0,Yes,0,1,2,1
58,M,B9P5FQJ,,4,07-01-2017,1,CID1574,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:57:27,14,40.71,33151.29,9,720.01,0,Yes,1,3,2,0
50,F,ZJCHGRV,,1,19-08-2015,1,CID50220,Without Offers,?,Wi-Fi,18:51:47,8,105.06,31274.4,29,534.18,1,No,0,1,2,1
33,M,AY01C90,,3,26-09-2016,0,xxxxxxxx,Without Offers,?,Mobile_Data,21:15:55,8,264.62,83782.92,10,807.58,1,No,1,3,0,0
48,F,IBSVJ0C,Town,3,12-10-2015,1,CID40889,Without Offers,?,Fiber_Optic,8:17:24,7,371.95,35059.76,25,755.38,1,No,0,1,2,0
11,F,I5BZ393,City,1,20-02-2015,1,CID48038,Without Offers,Desktop,Wi-Fi,19:34:06,15,151.21,2921.58,28,540.32,1,No,0,1,2,1
47,F,HXZ9OA4,Town,1,15-03-2016,1,CID58877,Credit/Debit Card Offers,Desktop,Fiber_Optic,15:28:49,14,51.43,43499.2,19,607.79,0,Yes,1,3,1,1
42,F,X14R7IM,City,5,05-06-2015,1,CID17037,Without Offers,Desktop,Mobile_Data,4:52:23,20,33.98,1550.31,10,1114.869797,0,Yes,0,1,2,0
34,M,QV2ZUMZ,City,0,31-08-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,23:05:08,6,65.1,24822.77,11,653.72,0,Yes,0,1,2,1
23,M,U2NSH3E,,0,14-08-2015,0,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,4:02:21,5,269.67,9892.49,6,683.32,0,Yes,0,1,2,1
12,M,JRG1LS7,Town,4,20-05-2015,1,CID48339,Gift Vouchers/Coupons,Desktop,Wi-Fi,5:49:11,11,347.81,50568.22,7,798.11,0,Yes,1,3,0,0
55,M,TR3EJGJ,Village,5,10-03-2017,1,CID12128,Credit/Debit Card Offers,Both,Fiber_Optic,5:59:24,5,362.65,8233.96,10,749.33,1,No,0,1,2,0
14,M,QUF7Q7R,Town,4,06-04-2016,1,CID35955,Without Offers,?,Fiber_Optic,18:09:55,4,315.28,38195.89,17,760.74,1,Yes,1,4,2,0
38,F,SEXA7LC,City,4,10-06-2016,1,CID34433,Without Offers,Desktop,Wi-Fi,7:52:19,17,59.43,4132.53,14,732.35,0,Yes,0,1,2,0
16,F,76M70SO,Town,3,21-07-2015,1,CID27762,Credit/Debit Card Offers,Desktop,Mobile_Data,15:44:51,11,295.62,74083.72,9,1000.181762,0,Yes,1,4,0,0
24,M,TUKEI7B,,4,29-01-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Mobile_Data,15:34:22,3,175.01,65575.63,16,736.86,1,No,0,1,0,0
37,F,7VZAUIE,,3,23-01-2016,0,xxxxxxxx,Credit/Debit Card Offers,Both,Fiber_Optic,20:28:17,9,307.79,33003.4,16,768.31,1,No,0,1,1,0
60,M,9WWFZMM,,4,15-12-2017,1,CID58864,Credit/Debit Card Offers,Both,Wi-Fi,10:10:45,15,235.28,15510.23,24,774.91,1,Yes,0,1,2,0
14,F,T5TU9A5,,3,18-08-2016,1,CID32445,Without Offers,?,Mobile_Data,7:35:10,4,314.67,72848.99,1,775.55,1,Yes,1,3,0,0
55,M,1FU2GPL,Village,3,11-06-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,22:08:37,9,355.59,12017.46,2,838.05,1,No,1,2,0,0
50,M,6OO38U6,City,2,19-02-2016,1,CID43362,Gift Vouchers/Coupons,?,Wi-Fi,2:08:43,20,232.99,33290.19,23,1203.107586,1,Yes,1,4,2,0
59,F,OX2QK6K,Town,1,02-12-2017,1,CID32390,Without Offers,Desktop,Fiber_Optic,5:32:21,4,199.19,32119.29,14,645.93,1,No,0,1,2,1
48,F,1KR93ID,Town,5,28-12-2015,1,CID26486,Credit/Debit Card Offers,Smartphone,Fiber_Optic,10:39:52,9,908.88,29114.44,11,780.92,0,Yes,1,0,0,0
56,F,T4LGHBG,City,0,13-04-2016,1,CID25523,Credit/Debit Card Offers,Both,Wi-Fi,9:53:20,9,760.78,15919.87,39.14831789,695.85,1,Yes,1,4,2,1
11,F,2RX3G2T,Town,3,29-11-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,13:48:10,10,96.67,15319.44,27,791.86,1,No,0,1,2,0
64,F,E64F301,Town,1,13-01-2017,1,CID29592,Credit/Debit Card Offers,?,Mobile_Data,15:34:24,12,161.25,2227.38,26,648.41,1,No,1,4,2,1
47,F,ZFYQJ5R,City,4,10-11-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:12:27,20,144.76,12558.48,34.35911216,799.99,1,No,0,1,2,0
56,F,3QPSH0L,City,2,06-10-2017,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,15:03:50,10,276.32,15814.69,19,633.74,1,Yes,0,1,1,1
45,F,P2EWCS4,Town,5,22-04-2016,1,CID45800,Without Offers,Smartphone,Wi-Fi,14:58:49,17,691.88,2304.96,15,702.87,0,Yes,1,3,2,0
37,F,AF69X1B,City,5,02-12-2015,0,xxxxxxxx,Without Offers,?,Mobile_Data,5:40:11,6,343.96,6481.3,18,744.53,1,No,0,1,2,0
34,F,NRPQ9XO,City,1,04-03-2016,0,xxxxxxxx,Without Offers,Smartphone,Wi-Fi,12:24:35,13,380.77,23758.78,13,601.4,1,No,0,1,2,1
38,F,0GPVI7Z,City,2,26-12-2016,1,CID43076,Without Offers,Smartphone,Wi-Fi,14:12:30,4,57.65,5548.36,9,637.57,1,No,1,4,2,1
35,F,64JTAP0,Town,2,07-07-2015,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,8:12:22,15,382.78,27510.72,29,719.8,0,Yes,0,1,1,0
16,M,CGDOP9J,Town,3,04-02-2017,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,8:05:09,4,124.06,44437.08,17,716.4,0,Yes,1,3,2,0
63,M,ZJ18XZA,City,0,10-03-2016,0,xxxxxxxx,Without Offers,Desktop,Fiber_Optic,4:17:40,12,74.66,5005.62,8,646.9304176,1,No,0,1,1,1
55,F,MFIDBWU,Town,5,06-12-2015,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:39:20,23,143.8,39991.55,16,742.26,0,Yes,1,0,2,0
44,F,DWWXF6Y,City,3,13-05-2015,0,xxxxxxxx,Without Offers,?,Fiber_Optic,11:47:16,6,30.94,14642.28,22,681.63,0,Yes,0,1,2,1
26,M,NO528ZX,Village,0,16-07-2017,0,xxxxxxxx,Credit/Debit Card Offers,Both,Mobile_Data,6:38:01,5,477.78,49079.08,15,537.46,1,No,1,3,2,1
40,F,P0YFJ3W,Town,0,03-12-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:01:47,17,461.96,1677.93,27,516.16,1,No,1,0,2,0
47,M,PN3GGB9,Town,0,28-08-2015,1,CID50511,Without Offers,Desktop,Wi-Fi,22:15:30,10,102.65,31137.14,18,508.6,1,No,1,0,2,1
56,F,EPVEZQ4,City,1,07-05-2017,1,CID43453,Credit/Debit Card Offers,Desktop,Mobile_Data,6:12:56,24,144.26,31623.11,8,665.87,1,No,0,1,2,1
34,F,9T5I5XV,Town,1,04-06-2017,1,CID61176,Credit/Debit Card Offers,Smartphone,Wi-Fi,22:29:19,11,163.45,1992.39,25,589.4,1,No,0,1,2,1
35,F,5L3BDH4,Town,2,26-12-2015,0,xxxxxxxx,Without Offers,Both,Wi-Fi,2:11:06,23,479.34,20229.48,24,737.6,1,No,1,3,1,0
58,F,LF58VSJ,Town,5,28-05-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Mobile_Data,5:57:36,14,267.04,35041.36,2,700.53,0,Yes,0,1,0,0
16,F,ZQOV4X0,City,0,25-03-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:42:18,12,30.64,46910.86,5,614.13,1,No,0,1,2,1
49,M,CKVBUK2,City,1,04-05-2016,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:27:41,10,449.38,18636.22,28,1096.810342,0,Yes,0,1,1,1
28,M,9T5G736,Town,0,15-05-2015,0,xxxxxxxx,Credit/Debit Card Offers,?,Wi-Fi,16:48:15,6,262.0,12266.02,14,680.45,0,Yes,1,3,1,1
32,M,OOVBDP0,Town,4,29-12-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:39:02,16,190.94,24022.22,8,761.44,0,Yes,0,1,2,0
48,M,X4G32ML,Town,4,29-07-2015,0,xxxxxxxx,Credit/Debit Card Offers,Both,Wi-Fi,9:07:06,10,360.51,43417.16,19,582.7980753,1,No,0,1,0,0
56,M,UORPPB9,City,4,23-09-2017,0,xxxxxxxx,Without Offers,Both,Wi-Fi,10:29:56,16,354.1,28715.35,8,1180.621633,1,No,1,2,2,0
37,F,NH6LR64,Town,1,01-02-2017,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,17:52:02,17,258.9,19396.19,24,624.26,0,Yes,0,1,2,1
24,F,PO2MUC6,Village,5,29-11-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:23:30,23,134.15,62412.07,13,768.21,1,No,1,0,0,0
49,M,UFACJKK,Town,0,20-03-2017,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,22:48:28,20,954.5622753,6372.56,24,572.17,1,No,0,1,2,1
36,F,SDA9R29,Town,0,26-04-2016,1,CID42384,Without Offers,Desktop,Mobile_Data,9:18:55,13,51.26,41785.5,39.93003268,661.22,0,Yes,0,1,1,1
35,F,9HM2XYL,Village,1,22-07-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,14:15:18,26,85.94,17134.59,27,706.81,1,No,0,1,2,1
38,F,I4SHMZU,Town,1,27-12-2016,1,CID34576,Credit/Debit Card Offers,?,Wi-Fi,7:16:36,16,52.16,20470.44,9,708.87,0,Yes,1,4,2,1
37,F,JCMF4QA,Town,2,12-10-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:56:49,19,344.54,31488.42,17,528.3019282,1,No,1,2,1,0
42,F,NNKDQRU,Village,2,31-01-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:18:47,7,32.95,22206.96,24,760.84,1,No,0,1,1,0
21,M,BX0A6C6,Town,1,11-04-2016,0,xxxxxxxx,Without Offers,Both,Mobile_Data,5:27:51,6,220.82,4005.48,13,650.35,0,Yes,0,1,2,1
50,F,6I8LFSZ,City,0,24-10-2015,1,CID43235,Gift Vouchers/Coupons,Both,Fiber_Optic,16:58:05,14,515.32,10556.11,15,501.04,1,No,1,4,2,1
21,F,WQMWFHE,Town,0,18-06-2015,1,CID9332,Credit/Debit Card Offers,?,Fiber_Optic,18:41:07,4,301.25,5055.65,29,454.5039438,1,No,0,1,2,1
27,M,2INFFRZ,Town,4,06-06-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Wi-Fi,0:19:44,17,363.53,95698.69,4,1581.528155,1,No,0,1,0,0
63,F,X8XRFY8,,3,07-12-2016,0,xxxxxxxx,Credit/Debit Card Offers,?,Mobile_Data,8:04:27,11,469.99,2578.2,16,774.58,1,Yes,0,1,2,0
59,F,GXZT5NP,City,3,04-07-2015,0,xxxxxxxx,Without Offers,Smartphone,Mobile_Data,14:21:12,15,238.67,28907.16,19,451.4960874,0,Yes,1,0,2,1
58,M,673GM8S,Town,4,28-08-2016,1,CID11603,Without Offers,Both,Fiber_Optic,20:23:53,15,284.5,94065.51,3,779.4,1,Yes,0,1,0,0
41,F,PEPJ3OQ,City,1,23-12-2016,1,CID39432,Without Offers,?,Fiber_Optic,6:19:13,17,669.76,30695.12,5,522.17,1,Yes,0,1,2,1
55,M,GPNVHZG,Town,3,11-12-2015,1,CID26185,Without Offers,Smartphone,Wi-Fi,7:02:14,12,566.02,40892.67,8,760.17,1,No,0,1,2,0
17,M,IHM4Q6L,City,0,16-08-2015,0,xxxxxxxx,Without Offers,Desktop,Mobile_Data,21:12:43,18,172.56,46044.84,17,658.65,1,No,1,0,2,1
56,F,7Y824ZU,City,3,07-04-2017,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,10:27:47,6,64.54,10421.51,19,1203.601441,1,No,1,2,2,0
39,F,340YE99,Town,1,15-09-2015,1,CID24039,Without Offers,Desktop,Mobile_Data,15:24:11,13,633.06,39672.53,29,609.61,1,Yes,1,3,1,1
36,M,C56NPPM,Town,1,30-06-2016,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,8:34:43,17,310.24,35021.35,9,670.56,0,Yes,0,1,2,1
30,F,3UQS0QD,Town,3,27-05-2017,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Wi-Fi,8:07:17,12,376.17,40396.68,8,788.16,0,Yes,0,1,2,0
60,M,RDYZRDO,Town,4,01-07-2015,0,xxxxxxxx,Without Offers,?,Fiber_Optic,19:55:47,4,31.59,42473.98,15,527.4801263,0,Yes,0,1,0,0
25,M,GAMF4YD,Village,4,17-04-2015,0,xxxxxxxx,Credit/Debit Card Offers,Desktop,Wi-Fi,11:15:59,16,341.75,30910.86,14,787.1,1,No,0,1,2,0
49,M,IRAROX3,City,4,08-02-2017,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,8:45:17,4,281.54,82061.89,5,758.64,1,No,1,3,0,0
32,M,25TCSUM,City,0,19-10-2017,1,CID19042,Credit/Debit Card Offers,Smartphone,Wi-Fi,3:16:39,5,510.28,48589.17,7,303.0247827,0,Yes,1,4,2,1
24,M,PLVULXG,City,1,06-06-2016,1,CID33232,Gift Vouchers/Coupons,Desktop,Mobile_Data,6:03:00,19,93.58,12578.64,24,715.03,1,No,0,1,1,1
20,M,84PT9V8,City,2,30-10-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,1:16:58,18,34.68,7007.28,6,703.88,1,No,0,1,2,0
58,M,7SBXGJ7,City,0,24-11-2015,0,xxxxxxxx,Without Offers,Smartphone,Fiber_Optic,8:18:33,12,181.92,42923.67,25,660.26,1,No,0,1,2,1
18,M,HJQK1J1,Village,2,17-04-2017,1,CID10471,Credit/Debit Card Offers,?,Wi-Fi,19:25:07,3,286.03,2124.84,19,775.27,1,Yes,0,1,0,0
47,M,C52935E,City,4,15-03-2016,1,CID964,Without Offers,Smartphone,Mobile_Data,12:39:56,14,32.54,4314.59,20,1284.356544,1,No,1,4,2,0
60,F,B6E4HG4,Town,4,10-09-2017,1,CID29306,Without Offers,Desktop,Mobile_Data,19:37:31,6,30.9,39702.49,18,702.84,0,Yes,0,1,2,0
30,F,CP8PHML,City,1,02-04-2017,1,CID4346,Without Offers,Desktop,Fiber_Optic,1:28:28,22,896.92,19135.87,23,609.7,1,Yes,1,0,2,1
62,F,72XZ2XF,Village,2,24-05-2015,0,xxxxxxxx,Without Offers,?,Wi-Fi,22:56:36,17,264.27,38720.0,9,663.63,1,No,0,1,1,1
20,F,RSOEWMX,Town,0,07-08-2016,0,xxxxxxxx,Without Offers,Both,Fiber_Optic,9:46:32,23,152.8040437,17072.85,36.66130082,680.02,1,No,1,2,1,1
16,F,0I2KFGQ,Town,1,24-02-2015,0,xxxxxxxx,Without Offers,Desktop,Wi-Fi,9:48:12,14,429.95,8062.3,23,668.88,0,Yes,0,1,2,1
38,F,LQ0UP8R,City,1,02-01-2016,0,xxxxxxxx,Gift Vouchers/Coupons,?,Fiber_Optic,11:22:00,17,85.87,5387.66,7,653.64,1,No,1,0,2,1
49,F,U01U94U,,1,02-01-2016,1,CID51582,Without Offers,?,Wi-Fi,18:23:40,13,280.7,4448.48,27,640.51,1,No,0,1,1,1
59,M,MB4DZUR,City,5,06-03-2016,1,xxxxxxxx,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:16:49,14,224.51,13783.83,6,722.82,1,Yes,1,2,1,0
44,M,DO883O8,City,2,30-10-2015,0,xxxxxxxx,Gift Vouchers/Coupons,Both,Fiber_Optic,18:04:48,20,397.78,47718.13,29,608.07,0,Yes,0,1,2,1
51,F,IQ4PDPM,Town,2,12-02-2017,0,xxxxxxxx,Credit/Debit Card Offers,Smartphone,Fiber_Optic,18:41:57,21,113.09,33561.12,5,686.49,1,No,0,1,1,1
47,F,4VHPCNN,City,2,02-06-2017,1,CID63487,Gift Vouchers/Coupons,Desktop,Fiber_Optic,0:14:10,20,80.66,45734.65,6,1001.875255,1,No,0,1,1,0
62,M,L7M0BPT,Town,5,31-07-2015,0,xxxxxxxx,Without Offers,?,Wi-Fi,13:55:15,14,133.59,71663.73,14,802.22,0,Yes,0,1,0,0
35,M,E5P0UZ9,City,1,01-05-2015,0,xxxxxxxx,Without Offers,Both,Wi-Fi,16:23:02,13,457.99,28793.05,28,688.81,1,No,0,1,2,1
42,M,0LUN962,Town,2,14-05-2016,1,CID49428,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:14:04,9,252.12,45120.12,27,1010.447424,0,Yes,1,0,2,0
